Time: 5.0
0,721 	-0,439 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	
-0,439 	3,450 	-1,316 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	
0,000 	-1,316 	6,901 	-2,194 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	
0,000 	0,000 	-2,194 	10,351 	-3,071 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	
0,000 	0,000 	0,000 	-3,071 	13,801 	-3,948 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	
0,000 	0,000 	0,000 	0,000 	-3,948 	17,252 	-4,826 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	
0,000 	0,000 	0,000 	0,000 	0,000 	-4,826 	20,702 	-5,703 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	
0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	-5,703 	24,153 	-6,581 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	
0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	-6,581 	27,603 	-7,458 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	
0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	-7,458 	31,053 	-8,335 	0,000 	0,000 	0,000 	0,000 	0,000 	
0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	-8,335 	34,504 	-9,213 	0,000 	0,000 	0,000 	0,000 	
0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	-9,213 	37,954 	-10,090 	0,000 	0,000 	0,000 	
0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	-10,090 	41,404 	-10,968 	0,000 	0,000 	
0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	-10,968 	44,855 	-11,845 	0,000 	
0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	-11,845 	56,936 	-28,896 	
0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	-28,896 	33,912 	

-7.064749999873058	-42.388500000000015	-84.77700000000003	-127.16550000000007	-169.55400000000006	-211.94250000000005	-254.3310000000001	-296.7195000000001	-339.1080000000001	-381.4965000000002	-423.88500000000016	-466.2735000000001	-508.6620000000002	-551.0505000000002	-404.89475000007894	-112.52000000004816	

24.99999995287346	24.999999922517095	24.999999812577716	24.999999456868597	24.99999830316135	24.99999449113601	24.99998169444668	24.999938213243748	24.99978909042521	24.99927391657394	24.997483708637166	24.99123297209618	24.96932064136093	24.892246791258554	24.620367859085015	24.296136560933093	

Time: 10.0
0,721 	-0,439 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	
-0,439 	3,450 	-1,316 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	
0,000 	-1,316 	6,901 	-2,194 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	
0,000 	0,000 	-2,194 	10,351 	-3,071 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	
0,000 	0,000 	0,000 	-3,071 	13,801 	-3,948 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	
0,000 	0,000 	0,000 	0,000 	-3,948 	17,252 	-4,826 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	
0,000 	0,000 	0,000 	0,000 	0,000 	-4,826 	20,702 	-5,703 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	
0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	-5,703 	24,153 	-6,581 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	
0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	-6,581 	27,603 	-7,458 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	
0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	-7,458 	31,053 	-8,335 	0,000 	0,000 	0,000 	0,000 	0,000 	
0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	-8,335 	34,504 	-9,213 	0,000 	0,000 	0,000 	0,000 	
0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	-9,213 	37,954 	-10,090 	0,000 	0,000 	0,000 	
0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	-10,090 	41,404 	-10,968 	0,000 	0,000 	
0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	-10,968 	44,855 	-11,845 	0,000 	
0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	-11,845 	56,936 	-28,896 	
0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	-28,896 	33,912 	

-7.063815543780204	-42.38289326344279	-84.76578652688558	-127.14867979032837	-169.53157305377115	-211.9144663172139	-254.29735958065675	-296.6802528440995	-339.06314610754225	-381.44603937098515	-423.8289326344279	-466.21182589787065	-508.225775121753	-548.0071370469568	-399.27953104919067	-109.70400206049433	

24.99669311241549	24.99669302746173	24.99669271979108	24.99669172432198	24.9966884956167	24.9966778274802	24.996642015328863	24.996520331088483	24.996103003699346	24.994661264866828	24.98965128174295	24.97215829451013	24.910835581693764	24.728780074487354	24.31243781786147	23.950722457574702	

Time: 15.0
0,721 	-0,439 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	
-0,439 	3,450 	-1,316 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	
0,000 	-1,316 	6,901 	-2,194 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	
0,000 	0,000 	-2,194 	10,351 	-3,071 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	
0,000 	0,000 	0,000 	-3,071 	13,801 	-3,948 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	
0,000 	0,000 	0,000 	0,000 	-3,948 	17,252 	-4,826 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	
0,000 	0,000 	0,000 	0,000 	0,000 	-4,826 	20,702 	-5,703 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	
0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	-5,703 	24,153 	-6,581 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	
0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	-6,581 	27,603 	-7,458 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	
0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	-7,458 	31,053 	-8,335 	0,000 	0,000 	0,000 	0,000 	0,000 	
0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	-8,335 	34,504 	-9,213 	0,000 	0,000 	0,000 	0,000 	
0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	-9,213 	37,954 	-10,090 	0,000 	0,000 	0,000 	
0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	0,000 	-10,090 	41,404 	-10,968 	0,000 	0,000 	
